HCPCS_CODE,in_hcpcs_2026,in_hedis,in_either,in_comprehensive
99212T,FALSE,FALSE,FALSE,FALSE
99213,FALSE,FALSE,FALSE,TRUE
99213GT,FALSE,FALSE,FALSE,FALSE
99214,FALSE,FALSE,FALSE,TRUE
99214GT,FALSE,FALSE,FALSE,FALSE
99215,FALSE,FALSE,FALSE,TRUE
99215GT,FALSE,FALSE,FALSE,FALSE
99217,FALSE,FALSE,FALSE,FALSE
99218,FALSE,FALSE,FALSE,FALSE
99219,FALSE,FALSE,FALSE,FALSE
99220,FALSE,FALSE,FALSE,FALSE
99221,FALSE,FALSE,FALSE,TRUE
99222,FALSE,FALSE,FALSE,TRUE
99223,FALSE,FALSE,FALSE,TRUE
99224,FALSE,FALSE,FALSE,FALSE
99225,FALSE,FALSE,FALSE,FALSE
99226,FALSE,FALSE,FALSE,FALSE
99231,FALSE,FALSE,FALSE,TRUE
99232,FALSE,FALSE,FALSE,TRUE
99233,FALSE,FALSE,FALSE,TRUE
99234,FALSE,FALSE,FALSE,TRUE
99235,FALSE,FALSE,FALSE,TRUE
99236,FALSE,FALSE,FALSE,TRUE
99238,FALSE,FALSE,FALSE,TRUE
99239,FALSE,FALSE,FALSE,TRUE
99241,FALSE,FALSE,FALSE,FALSE
99242,FALSE,FALSE,FALSE,TRUE
99243,FALSE,FALSE,FALSE,TRUE
99244,FALSE,FALSE,FALSE,TRUE
99245,FALSE,FALSE,FALSE,TRUE
99251,FALSE,FALSE,FALSE,FALSE
99252,FALSE,FALSE,FALSE,TRUE
99253,FALSE,FALSE,FALSE,TRUE
99254,FALSE,FALSE,FALSE,TRUE
99255,FALSE,FALSE,FALSE,TRUE
99281,FALSE,FALSE,FALSE,TRUE
99282,FALSE,FALSE,FALSE,TRUE
99283,FALSE,FALSE,FALSE,TRUE
99284,FALSE,FALSE,FALSE,TRUE
99285,FALSE,FALSE,FALSE,TRUE
9928525,FALSE,FALSE,FALSE,FALSE
99288,FALSE,FALSE,FALSE,TRUE
99291,FALSE,FALSE,FALSE,TRUE
99292,FALSE,FALSE,FALSE,TRUE
99304,FALSE,FALSE,FALSE,TRUE
99305,FALSE,FALSE,FALSE,TRUE
99306,FALSE,FALSE,FALSE,TRUE
99307,FALSE,FALSE,FALSE,TRUE
99308,FALSE,FALSE,FALSE,TRUE
99309,FALSE,FALSE,FALSE,TRUE
99309GT,FALSE,FALSE,FALSE,FALSE
99310,FALSE,FALSE,FALSE,TRUE
99311,FALSE,FALSE,FALSE,FALSE
99315,FALSE,FALSE,FALSE,TRUE
99316,FALSE,FALSE,FALSE,TRUE
99318,FALSE,FALSE,FALSE,FALSE
99321,FALSE,FALSE,FALSE,FALSE
99324,FALSE,FALSE,FALSE,FALSE
99325,FALSE,FALSE,FALSE,FALSE
99326,FALSE,FALSE,FALSE,FALSE
99327,FALSE,FALSE,FALSE,FALSE
99328,FALSE,FALSE,FALSE,FALSE
99332,FALSE,FALSE,FALSE,FALSE
99334,FALSE,FALSE,FALSE,FALSE
99335,FALSE,FALSE,FALSE,FALSE
99336,FALSE,FALSE,FALSE,FALSE
99337,FALSE,FALSE,FALSE,FALSE
99339,FALSE,FALSE,FALSE,FALSE
99340,FALSE,FALSE,FALSE,FALSE
99341,FALSE,FALSE,FALSE,TRUE
99342,FALSE,FALSE,FALSE,TRUE
99343,FALSE,FALSE,FALSE,FALSE
99344,FALSE,FALSE,FALSE,TRUE
99345,FALSE,FALSE,FALSE,TRUE
99347,FALSE,FALSE,FALSE,TRUE
99348,FALSE,FALSE,FALSE,TRUE
99349,FALSE,FALSE,FALSE,TRUE
99350,FALSE,FALSE,FALSE,TRUE
99354,FALSE,FALSE,FALSE,FALSE
99355,FALSE,FALSE,FALSE,FALSE
99356,FALSE,FALSE,FALSE,FALSE
99357,FALSE,FALSE,FALSE,FALSE
99358,FALSE,FALSE,FALSE,TRUE
99359,FALSE,FALSE,FALSE,TRUE
99360,FALSE,FALSE,FALSE,TRUE
99361,FALSE,FALSE,FALSE,FALSE
99366,FALSE,FALSE,FALSE,TRUE
99367,FALSE,FALSE,FALSE,TRUE
99368,FALSE,FALSE,FALSE,TRUE
99374,FALSE,FALSE,FALSE,TRUE
99375,FALSE,FALSE,FALSE,TRUE
99379,FALSE,FALSE,FALSE,TRUE
99380,FALSE,FALSE,FALSE,TRUE
99381,FALSE,FALSE,FALSE,TRUE
99382,FALSE,FALSE,FALSE,TRUE
99383,FALSE,FALSE,FALSE,TRUE
99384,FALSE,FALSE,FALSE,TRUE
99385,FALSE,FALSE,FALSE,TRUE
99386,FALSE,FALSE,FALSE,TRUE
99387,FALSE,FALSE,FALSE,TRUE
99391,FALSE,FALSE,FALSE,TRUE
99392,FALSE,FALSE,FALSE,TRUE
99393,FALSE,FALSE,FALSE,TRUE
99394,FALSE,FALSE,FALSE,TRUE
99395,FALSE,FALSE,FALSE,TRUE
99396,FALSE,FALSE,FALSE,TRUE
99397,FALSE,FALSE,FALSE,TRUE
99401,FALSE,FALSE,FALSE,TRUE
99402,FALSE,FALSE,FALSE,TRUE
99403,FALSE,FALSE,FALSE,TRUE
99404,FALSE,FALSE,FALSE,TRUE
99406,FALSE,FALSE,FALSE,TRUE
99407,FALSE,FALSE,FALSE,TRUE
99408,FALSE,FALSE,FALSE,TRUE
99409,FALSE,FALSE,FALSE,TRUE
99411,FALSE,FALSE,FALSE,TRUE
99412,FALSE,FALSE,FALSE,TRUE
99415,FALSE,FALSE,FALSE,TRUE
99416,FALSE,FALSE,FALSE,TRUE
99417,FALSE,FALSE,FALSE,TRUE
99418,FALSE,FALSE,FALSE,TRUE
99420,FALSE,FALSE,FALSE,FALSE
99421,FALSE,FALSE,FALSE,TRUE
99422,FALSE,FALSE,FALSE,TRUE
99423,FALSE,FALSE,FALSE,TRUE
99424,FALSE,FALSE,FALSE,TRUE
99425,FALSE,FALSE,FALSE,TRUE
99426,FALSE,FALSE,FALSE,TRUE
99427,FALSE,FALSE,FALSE,TRUE
99429,FALSE,FALSE,FALSE,TRUE
99437,FALSE,FALSE,FALSE,TRUE
99439,FALSE,FALSE,FALSE,TRUE
99440,FALSE,FALSE,FALSE,FALSE
99441,FALSE,FALSE,FALSE,FALSE
99442,FALSE,FALSE,FALSE,FALSE
99443,FALSE,FALSE,FALSE,FALSE
99444,FALSE,FALSE,FALSE,FALSE
99446,FALSE,FALSE,FALSE,TRUE
99447,FALSE,FALSE,FALSE,TRUE
99448,FALSE,FALSE,FALSE,TRUE
99449,FALSE,FALSE,FALSE,TRUE
99450,FALSE,FALSE,FALSE,TRUE
99451,FALSE,FALSE,FALSE,TRUE
99452,FALSE,FALSE,FALSE,TRUE
99453,FALSE,FALSE,FALSE,TRUE
99454,FALSE,FALSE,FALSE,TRUE
99455,FALSE,FALSE,FALSE,TRUE
99456,FALSE,FALSE,FALSE,TRUE
99457,FALSE,FALSE,FALSE,TRUE
99458,FALSE,FALSE,FALSE,TRUE
99459,FALSE,FALSE,FALSE,TRUE
99460,FALSE,FALSE,FALSE,TRUE
99461,FALSE,FALSE,FALSE,TRUE
99462,FALSE,FALSE,FALSE,TRUE
99463,FALSE,FALSE,FALSE,TRUE
99464,FALSE,FALSE,FALSE,TRUE
99465,FALSE,FALSE,FALSE,TRUE
99466,FALSE,FALSE,FALSE,TRUE
99467,FALSE,FALSE,FALSE,TRUE
99468,FALSE,FALSE,FALSE,TRUE
99469,FALSE,FALSE,FALSE,TRUE
99471,FALSE,FALSE,FALSE,TRUE
99472,FALSE,FALSE,FALSE,TRUE
99473,FALSE,FALSE,FALSE,TRUE
99474,FALSE,FALSE,FALSE,TRUE
99475,FALSE,FALSE,FALSE,TRUE
99476,FALSE,FALSE,FALSE,TRUE
99477,FALSE,FALSE,FALSE,TRUE
99478,FALSE,FALSE,FALSE,TRUE
99479,FALSE,FALSE,FALSE,TRUE
99480,FALSE,FALSE,FALSE,TRUE
99483,FALSE,FALSE,FALSE,TRUE
99484,FALSE,FALSE,FALSE,TRUE
99487,FALSE,FALSE,FALSE,TRUE
99489,FALSE,FALSE,FALSE,TRUE
99490,FALSE,FALSE,FALSE,TRUE
99491,FALSE,FALSE,FALSE,TRUE
99492,FALSE,FALSE,FALSE,TRUE
99493,FALSE,FALSE,FALSE,TRUE
99494,FALSE,FALSE,FALSE,TRUE
99495,FALSE,FALSE,FALSE,TRUE
99496,FALSE,FALSE,FALSE,TRUE
99497,FALSE,FALSE,FALSE,TRUE
99498,FALSE,FALSE,FALSE,TRUE
99499,FALSE,FALSE,FALSE,TRUE
99500,FALSE,FALSE,FALSE,TRUE
99501,FALSE,FALSE,FALSE,TRUE
99502,FALSE,FALSE,FALSE,TRUE
99503,FALSE,FALSE,FALSE,TRUE
99504,FALSE,FALSE,FALSE,TRUE
99506,FALSE,FALSE,FALSE,TRUE
99507,FALSE,FALSE,FALSE,TRUE
99509,FALSE,FALSE,FALSE,TRUE
99510,FALSE,FALSE,FALSE,TRUE
99512,FALSE,FALSE,FALSE,TRUE
99600,FALSE,FALSE,FALSE,TRUE
99601,FALSE,FALSE,FALSE,TRUE
99602,FALSE,FALSE,FALSE,TRUE
99605,FALSE,FALSE,FALSE,TRUE
99606,FALSE,FALSE,FALSE,TRUE
99607,FALSE,FALSE,FALSE,TRUE
99713,FALSE,FALSE,FALSE,FALSE
999,FALSE,FALSE,FALSE,FALSE
99921,FALSE,FALSE,FALSE,FALSE
99991,FALSE,FALSE,FALSE,FALSE
99992,FALSE,FALSE,FALSE,FALSE
99999,FALSE,FALSE,FALSE,FALSE
A0010,FALSE,FALSE,FALSE,FALSE
A0021,TRUE,FALSE,TRUE,TRUE
A0080,TRUE,FALSE,TRUE,TRUE
A0090,TRUE,FALSE,TRUE,TRUE
A0100,TRUE,FALSE,TRUE,TRUE
A0110,TRUE,FALSE,TRUE,TRUE
A0120,TRUE,FALSE,TRUE,TRUE
A0130,TRUE,FALSE,TRUE,TRUE
A0140,TRUE,FALSE,TRUE,TRUE
A0160,TRUE,FALSE,TRUE,TRUE
A0170,TRUE,FALSE,TRUE,TRUE
A0180,TRUE,FALSE,TRUE,TRUE
A0190,TRUE,FALSE,TRUE,TRUE
A0200,TRUE,FALSE,TRUE,TRUE
A0210,TRUE,FALSE,TRUE,TRUE
A0220,FALSE,FALSE,FALSE,FALSE
A0225,TRUE,FALSE,TRUE,TRUE
A0226,FALSE,FALSE,FALSE,FALSE
A0380,TRUE,FALSE,TRUE,TRUE
A0382,TRUE,FALSE,TRUE,TRUE
A0384,TRUE,FALSE,TRUE,TRUE
A0390,TRUE,FALSE,TRUE,TRUE
A0392,TRUE,FALSE,TRUE,TRUE
A0394,TRUE,FALSE,TRUE,TRUE
A0396,TRUE,FALSE,TRUE,TRUE
A0398,TRUE,FALSE,TRUE,TRUE
A0420,TRUE,FALSE,TRUE,TRUE
A0422,TRUE,FALSE,TRUE,TRUE
A0424,TRUE,FALSE,TRUE,TRUE
A0425,TRUE,FALSE,TRUE,TRUE
A0425:TM,FALSE,FALSE,FALSE,FALSE
A0426,TRUE,FALSE,TRUE,TRUE
A0427,TRUE,FALSE,TRUE,TRUE
A0427ET,FALSE,FALSE,FALSE,FALSE
A0428,TRUE,FALSE,TRUE,TRUE
A0429,TRUE,FALSE,TRUE,TRUE
A0429ET,FALSE,FALSE,FALSE,FALSE
A0430,TRUE,FALSE,TRUE,TRUE
A0431,TRUE,FALSE,TRUE,TRUE
A0432,TRUE,FALSE,TRUE,TRUE
A0433,TRUE,FALSE,TRUE,TRUE
A0434,TRUE,FALSE,TRUE,TRUE
A0435,TRUE,FALSE,TRUE,TRUE
A0436,TRUE,FALSE,TRUE,TRUE
A0800,FALSE,FALSE,FALSE,FALSE
A0888,TRUE,FALSE,TRUE,TRUE
A0995,FALSE,FALSE,FALSE,FALSE
A0998,TRUE,FALSE,TRUE,TRUE
A0999,TRUE,FALSE,TRUE,TRUE
A1003,FALSE,FALSE,FALSE,FALSE
A2002,TRUE,FALSE,TRUE,TRUE
A4206,TRUE,FALSE,TRUE,TRUE
A4207,TRUE,FALSE,TRUE,TRUE
A4208,TRUE,FALSE,TRUE,TRUE
A4209,TRUE,FALSE,TRUE,TRUE
A4210,TRUE,FALSE,TRUE,TRUE
A4211,TRUE,FALSE,TRUE,TRUE
A4212,TRUE,FALSE,TRUE,TRUE
A4213,TRUE,FALSE,TRUE,TRUE
A4215,TRUE,FALSE,TRUE,TRUE
A4216,TRUE,FALSE,TRUE,TRUE
A4217,TRUE,FALSE,TRUE,TRUE
A4218,TRUE,FALSE,TRUE,TRUE
A4220,TRUE,FALSE,TRUE,TRUE
A4221,TRUE,FALSE,TRUE,TRUE
A4222,TRUE,FALSE,TRUE,TRUE
A4223,TRUE,FALSE,TRUE,TRUE
A4224,TRUE,FALSE,TRUE,TRUE
A4225,TRUE,FALSE,TRUE,TRUE
A4226,TRUE,FALSE,TRUE,TRUE
A4230,TRUE,FALSE,TRUE,TRUE
A4231,TRUE,FALSE,TRUE,TRUE
A4232,TRUE,FALSE,TRUE,TRUE
A4233,TRUE,FALSE,TRUE,TRUE
A4234,TRUE,FALSE,TRUE,TRUE
A4235,TRUE,FALSE,TRUE,TRUE
A4238,TRUE,FALSE,TRUE,TRUE
A4239,TRUE,FALSE,TRUE,TRUE
A4244,TRUE,FALSE,TRUE,TRUE
A4245,TRUE,FALSE,TRUE,TRUE
A4246,TRUE,FALSE,TRUE,TRUE
A4247,TRUE,FALSE,TRUE,TRUE
A4248,TRUE,FALSE,TRUE,TRUE
A4250,TRUE,FALSE,TRUE,TRUE
A4252,TRUE,FALSE,TRUE,TRUE
A4253,TRUE,FALSE,TRUE,TRUE
A4256,TRUE,FALSE,TRUE,TRUE
A4258,TRUE,FALSE,TRUE,TRUE
A4259,TRUE,FALSE,TRUE,TRUE
A4262,TRUE,FALSE,TRUE,TRUE
A4263,TRUE,FALSE,TRUE,TRUE
A4265,TRUE,FALSE,TRUE,TRUE
A4267,TRUE,FALSE,TRUE,TRUE
A4268,TRUE,FALSE,TRUE,TRUE
A4269,TRUE,FALSE,TRUE,TRUE
A4270,TRUE,FALSE,TRUE,TRUE
A4281,TRUE,FALSE,TRUE,TRUE
A4282,TRUE,FALSE,TRUE,TRUE
A4283,TRUE,FALSE,TRUE,TRUE
A4284,TRUE,FALSE,TRUE,TRUE
A4285,TRUE,FALSE,TRUE,TRUE
A4286,TRUE,FALSE,TRUE,TRUE
A4287,TRUE,FALSE,TRUE,TRUE
A4293,FALSE,FALSE,FALSE,FALSE
A4300,TRUE,FALSE,TRUE,TRUE
A4301,TRUE,FALSE,TRUE,TRUE
A4305,TRUE,FALSE,TRUE,TRUE
A4306,TRUE,FALSE,TRUE,TRUE
A4310,TRUE,FALSE,TRUE,TRUE
A4311,TRUE,FALSE,TRUE,TRUE
A4312,TRUE,FALSE,TRUE,TRUE
A4314,TRUE,FALSE,TRUE,TRUE
A4315,TRUE,FALSE,TRUE,TRUE
A4320,TRUE,FALSE,TRUE,TRUE
A4322,TRUE,FALSE,TRUE,TRUE
A4326,TRUE,FALSE,TRUE,TRUE
A4327,TRUE,FALSE,TRUE,TRUE
A4328,TRUE,FALSE,TRUE,TRUE
A4331,TRUE,FALSE,TRUE,TRUE
A4332,TRUE,FALSE,TRUE,TRUE
A4333,TRUE,FALSE,TRUE,TRUE
A4334,TRUE,FALSE,TRUE,TRUE
A4335,TRUE,FALSE,TRUE,TRUE
A4338,TRUE,FALSE,TRUE,TRUE
A4340,TRUE,FALSE,TRUE,TRUE
A4344,TRUE,FALSE,TRUE,TRUE
A4346,TRUE,FALSE,TRUE,TRUE
A4349,TRUE,FALSE,TRUE,TRUE
A4351,TRUE,FALSE,TRUE,TRUE
A4352,TRUE,FALSE,TRUE,TRUE
A4353,TRUE,FALSE,TRUE,TRUE
A4354,TRUE,FALSE,TRUE,TRUE
A4355,TRUE,FALSE,TRUE,TRUE
A4356,TRUE,FALSE,TRUE,TRUE
A4357,TRUE,FALSE,TRUE,TRUE
A4358,TRUE,FALSE,TRUE,TRUE
A4362,TRUE,FALSE,TRUE,TRUE
A4363,TRUE,FALSE,TRUE,TRUE
A4364,TRUE,FALSE,TRUE,TRUE
A4366,TRUE,FALSE,TRUE,TRUE
A4367,TRUE,FALSE,TRUE,TRUE
A4369,TRUE,FALSE,TRUE,TRUE
A4371,TRUE,FALSE,TRUE,TRUE
A4372,TRUE,FALSE,TRUE,TRUE
A4373,TRUE,FALSE,TRUE,TRUE
A4375,TRUE,FALSE,TRUE,TRUE
A4376,TRUE,FALSE,TRUE,TRUE
A4377,TRUE,FALSE,TRUE,TRUE
A4378,TRUE,FALSE,TRUE,TRUE
A4379,TRUE,FALSE,TRUE,TRUE
A4380,TRUE,FALSE,TRUE,TRUE
A4383,TRUE,FALSE,TRUE,TRUE
A4384,TRUE,FALSE,TRUE,TRUE
A4385,TRUE,FALSE,TRUE,TRUE
A4388,TRUE,FALSE,TRUE,TRUE
A4389,TRUE,FALSE,TRUE,TRUE
A4390,TRUE,FALSE,TRUE,TRUE
A4391,TRUE,FALSE,TRUE,TRUE
A4392,TRUE,FALSE,TRUE,TRUE
A4393,TRUE,FALSE,TRUE,TRUE
A4394,TRUE,FALSE,TRUE,TRUE
A4396,TRUE,FALSE,TRUE,TRUE
A4397,TRUE,FALSE,TRUE,TRUE
A4398,TRUE,FALSE,TRUE,TRUE
A4399,TRUE,FALSE,TRUE,TRUE
A4400,TRUE,FALSE,TRUE,TRUE
A4402,TRUE,FALSE,TRUE,TRUE
A4404,TRUE,FALSE,TRUE,TRUE
A4405,TRUE,FALSE,TRUE,TRUE
A4406,TRUE,FALSE,TRUE,TRUE
A4407,TRUE,FALSE,TRUE,TRUE
A4408,TRUE,FALSE,TRUE,TRUE
A4409,TRUE,FALSE,TRUE,TRUE
A4410,TRUE,FALSE,TRUE,TRUE
A4411,TRUE,FALSE,TRUE,TRUE
A4412,TRUE,FALSE,TRUE,TRUE
A4413,TRUE,FALSE,TRUE,TRUE
A4414,TRUE,FALSE,TRUE,TRUE
A4415,TRUE,FALSE,TRUE,TRUE
A4416,TRUE,FALSE,TRUE,TRUE
A4417,TRUE,FALSE,TRUE,TRUE
A4419,TRUE,FALSE,TRUE,TRUE
A4421,TRUE,FALSE,TRUE,TRUE
A4422,TRUE,FALSE,TRUE,TRUE
A4423,TRUE,FALSE,TRUE,TRUE
A4424,TRUE,FALSE,TRUE,TRUE
A4425,TRUE,FALSE,TRUE,TRUE
A4426,TRUE,FALSE,TRUE,TRUE
A4427,TRUE,FALSE,TRUE,TRUE
A4428,TRUE,FALSE,TRUE,TRUE
A4429,TRUE,FALSE,TRUE,TRUE
A4430,TRUE,FALSE,TRUE,TRUE
A4432,TRUE,FALSE,TRUE,TRUE
A4433,TRUE,FALSE,TRUE,TRUE
A4435,TRUE,FALSE,TRUE,TRUE
A4450,TRUE,FALSE,TRUE,TRUE
A4452,TRUE,FALSE,TRUE,TRUE
A4453,TRUE,FALSE,TRUE,TRUE
A4455,TRUE,FALSE,TRUE,TRUE
A4456,TRUE,FALSE,TRUE,TRUE
A4458,TRUE,FALSE,TRUE,TRUE
A4459,TRUE,FALSE,TRUE,TRUE
A4461,TRUE,FALSE,TRUE,TRUE
A4463,TRUE,FALSE,TRUE,TRUE
A4465,TRUE,FALSE,TRUE,TRUE
A4466,TRUE,FALSE,TRUE,TRUE
A4467,TRUE,FALSE,TRUE,TRUE
A4481,TRUE,FALSE,TRUE,TRUE
A4483,TRUE,FALSE,TRUE,TRUE
A4495,TRUE,FALSE,TRUE,TRUE
A4500,TRUE,FALSE,TRUE,TRUE
A4510,TRUE,FALSE,TRUE,TRUE
A4520,TRUE,FALSE,TRUE,TRUE
A4535,FALSE,FALSE,FALSE,FALSE
A4550,TRUE,FALSE,TRUE,TRUE
A4553,TRUE,FALSE,TRUE,TRUE
A4554,TRUE,FALSE,TRUE,TRUE
A4555,TRUE,FALSE,TRUE,TRUE
A4556,TRUE,FALSE,TRUE,TRUE
A4557,TRUE,FALSE,TRUE,TRUE
A4558,TRUE,FALSE,TRUE,TRUE
A4559,TRUE,FALSE,TRUE,TRUE
A4565,TRUE,FALSE,TRUE,TRUE
A4566,TRUE,FALSE,TRUE,TRUE
A4570,TRUE,FALSE,TRUE,TRUE
A4575,TRUE,FALSE,TRUE,TRUE
A4580,TRUE,FALSE,TRUE,TRUE
A4590,TRUE,FALSE,TRUE,TRUE
A4595,TRUE,FALSE,TRUE,TRUE
A4600,TRUE,FALSE,TRUE,TRUE
A4602,TRUE,FALSE,TRUE,TRUE
A4604,TRUE,FALSE,TRUE,TRUE
A4605,TRUE,FALSE,TRUE,TRUE
A4606,TRUE,FALSE,TRUE,TRUE
A4612,TRUE,FALSE,TRUE,TRUE
A4614,TRUE,FALSE,TRUE,TRUE
A4615,TRUE,FALSE,TRUE,TRUE
A4616,TRUE,FALSE,TRUE,TRUE
A4617,TRUE,FALSE,TRUE,TRUE
A4618,TRUE,FALSE,TRUE,TRUE
A4619,TRUE,FALSE,TRUE,TRUE
A4620,TRUE,FALSE,TRUE,TRUE
A4623,TRUE,FALSE,TRUE,TRUE
A4624,TRUE,FALSE,TRUE,TRUE
A4625,TRUE,FALSE,TRUE,TRUE
A4626,TRUE,FALSE,TRUE,TRUE
A4627,TRUE,FALSE,TRUE,TRUE
A4628,TRUE,FALSE,TRUE,TRUE
A4629,TRUE,FALSE,TRUE,TRUE
A4630,TRUE,FALSE,TRUE,TRUE
A4637,TRUE,FALSE,TRUE,TRUE
A4640,TRUE,FALSE,TRUE,TRUE
A4641,TRUE,FALSE,TRUE,TRUE
A4648,TRUE,FALSE,TRUE,TRUE
A4649,TRUE,FALSE,TRUE,TRUE
A4651,TRUE,FALSE,TRUE,TRUE
A4657,TRUE,FALSE,TRUE,TRUE
A4660,TRUE,FALSE,TRUE,TRUE
A4663,TRUE,FALSE,TRUE,TRUE
A4670,TRUE,FALSE,TRUE,TRUE
A4690,TRUE,FALSE,TRUE,TRUE
A4730,TRUE,FALSE,TRUE,TRUE
A4750,TRUE,FALSE,TRUE,TRUE
A4755,TRUE,FALSE,TRUE,TRUE
A4760,TRUE,FALSE,TRUE,TRUE
A4770,TRUE,FALSE,TRUE,TRUE
A4772,TRUE,FALSE,TRUE,TRUE
A4860,TRUE,FALSE,TRUE,TRUE
A4913,TRUE,FALSE,TRUE,TRUE
A4927,TRUE,FALSE,TRUE,TRUE
A4928,TRUE,FALSE,TRUE,TRUE
A4930,TRUE,FALSE,TRUE,TRUE
A4931,TRUE,FALSE,TRUE,TRUE
A5052,TRUE,FALSE,TRUE,TRUE
A5054,TRUE,FALSE,TRUE,TRUE
A5055,TRUE,FALSE,TRUE,TRUE
A5056,TRUE,FALSE,TRUE,TRUE
A5057,TRUE,FALSE,TRUE,TRUE
A5061,TRUE,FALSE,TRUE,TRUE
A5062,TRUE,FALSE,TRUE,TRUE
A5063,TRUE,FALSE,TRUE,TRUE
A5071,TRUE,FALSE,TRUE,TRUE
A5072,TRUE,FALSE,TRUE,TRUE
A5073,TRUE,FALSE,TRUE,TRUE
A5081,TRUE,FALSE,TRUE,TRUE
A5102,TRUE,FALSE,TRUE,TRUE
A5105,TRUE,FALSE,TRUE,TRUE
A5112,TRUE,FALSE,TRUE,TRUE
A5114,TRUE,FALSE,TRUE,TRUE
A5120,TRUE,FALSE,TRUE,TRUE
A5121,TRUE,FALSE,TRUE,TRUE
A5122,TRUE,FALSE,TRUE,TRUE
A5126,TRUE,FALSE,TRUE,TRUE
A5131,TRUE,FALSE,TRUE,TRUE
A5200,TRUE,FALSE,TRUE,TRUE
A5500,TRUE,FALSE,TRUE,TRUE
A5501,TRUE,FALSE,TRUE,TRUE
A5503,TRUE,FALSE,TRUE,TRUE
A5504,TRUE,FALSE,TRUE,TRUE
A5505,TRUE,FALSE,TRUE,TRUE
A5507,TRUE,FALSE,TRUE,TRUE
A5510,TRUE,FALSE,TRUE,TRUE
A5512,TRUE,FALSE,TRUE,TRUE
A5513,TRUE,FALSE,TRUE,TRUE
A5514,TRUE,FALSE,TRUE,TRUE
A6010,TRUE,FALSE,TRUE,TRUE
A6011,TRUE,FALSE,TRUE,TRUE
A6021,TRUE,FALSE,TRUE,TRUE
A6022,TRUE,FALSE,TRUE,TRUE
A6023,TRUE,FALSE,TRUE,TRUE
A6024,TRUE,FALSE,TRUE,TRUE
A6025,TRUE,FALSE,TRUE,TRUE
A6154,TRUE,FALSE,TRUE,TRUE
A6196,TRUE,FALSE,TRUE,TRUE
A6197,TRUE,FALSE,TRUE,TRUE
A6198,TRUE,FALSE,TRUE,TRUE
A6199,TRUE,FALSE,TRUE,TRUE
A6203,TRUE,FALSE,TRUE,TRUE
A6204,TRUE,FALSE,TRUE,TRUE
A6205,TRUE,FALSE,TRUE,TRUE
A6206,TRUE,FALSE,TRUE,TRUE
A6207,TRUE,FALSE,TRUE,TRUE
A6208,TRUE,FALSE,TRUE,TRUE
A6209,TRUE,FALSE,TRUE,TRUE
A6210,TRUE,FALSE,TRUE,TRUE
A6211,TRUE,FALSE,TRUE,TRUE
A6212,TRUE,FALSE,TRUE,TRUE
A6213,TRUE,FALSE,TRUE,TRUE
A6214,TRUE,FALSE,TRUE,TRUE
A6216,TRUE,FALSE,TRUE,TRUE
A6217,TRUE,FALSE,TRUE,TRUE
A6218,TRUE,FALSE,TRUE,TRUE
A6219,TRUE,FALSE,TRUE,TRUE
A6220,TRUE,FALSE,TRUE,TRUE
A6221,TRUE,FALSE,TRUE,TRUE
A6222,TRUE,FALSE,TRUE,TRUE
A6223,TRUE,FALSE,TRUE,TRUE
A6224,TRUE,FALSE,TRUE,TRUE
A6229,TRUE,FALSE,TRUE,TRUE
A6231,TRUE,FALSE,TRUE,TRUE
A6232,TRUE,FALSE,TRUE,TRUE
A6233,TRUE,FALSE,TRUE,TRUE
A6234,TRUE,FALSE,TRUE,TRUE
A6235,TRUE,FALSE,TRUE,TRUE
A6236,TRUE,FALSE,TRUE,TRUE
A6237,TRUE,FALSE,TRUE,TRUE
A6238,TRUE,FALSE,TRUE,TRUE
A6240,TRUE,FALSE,TRUE,TRUE
A6242,TRUE,FALSE,TRUE,TRUE
A6243,TRUE,FALSE,TRUE,TRUE
A6244,TRUE,FALSE,TRUE,TRUE
A6245,TRUE,FALSE,TRUE,TRUE
A6246,TRUE,FALSE,TRUE,TRUE
A6247,TRUE,FALSE,TRUE,TRUE
A6248,TRUE,FALSE,TRUE,TRUE
A6250,TRUE,FALSE,TRUE,TRUE
A6251,TRUE,FALSE,TRUE,TRUE
A6252,TRUE,FALSE,TRUE,TRUE
A6253,TRUE,FALSE,TRUE,TRUE
A6254,TRUE,FALSE,TRUE,TRUE
A6255,TRUE,FALSE,TRUE,TRUE
A6256,TRUE,FALSE,TRUE,TRUE
A6257,TRUE,FALSE,TRUE,TRUE
A6258,TRUE,FALSE,TRUE,TRUE
A6259,TRUE,FALSE,TRUE,TRUE
A6260,TRUE,FALSE,TRUE,TRUE
A6261,TRUE,FALSE,TRUE,TRUE
A6262,TRUE,FALSE,TRUE,TRUE
A6266,TRUE,FALSE,TRUE,TRUE
A6402,TRUE,FALSE,TRUE,TRUE
A6403,TRUE,FALSE,TRUE,TRUE
A6404,TRUE,FALSE,TRUE,TRUE
A6407,TRUE,FALSE,TRUE,TRUE
A6410,TRUE,FALSE,TRUE,TRUE
A6411,TRUE,FALSE,TRUE,TRUE
A6412,TRUE,FALSE,TRUE,TRUE
A6413,TRUE,FALSE,TRUE,TRUE
A6441,TRUE,FALSE,TRUE,TRUE
A6442,TRUE,FALSE,TRUE,TRUE
A6443,TRUE,FALSE,TRUE,TRUE
A6444,TRUE,FALSE,TRUE,TRUE
A6445,TRUE,FALSE,TRUE,TRUE
